label,message,clean_message,tokens,processed_message,target
ham,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,sorry i now then c ur msg yar lor so poor thing but only one night tmr ull have a brand new room sleep in,"['sorri', 'c', 'ur', 'msg', 'yar', 'lor', 'poor', 'thing', 'one', 'night', 'tmr', 'ull', 'brand', 'new', 'room', 'sleep']",sorri c ur msg yar lor poor thing one night tmr ull brand new room sleep,0
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love isnt a decision its a feeling if we could decide who to love then life would be much simpler but then less magical,"['love', 'isnt', 'decis', 'feel', 'could', 'decid', 'love', 'life', 'would', 'much', 'simpler', 'less', 'magic']",love isnt decis feel could decid love life would much simpler less magic,0
ham,Welp apparently he retired,welp apparently he retired,"['welp', 'appar', 'retir']",welp appar retir,0
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,my sort code is and acc no is the bank is natwest can you reply to confirm ive sent this to the right person,"['sort', 'code', 'acc', 'bank', 'natwest', 'repli', 'confirm', 'ive', 'sent', 'right', 'person']",sort code acc bank natwest repli confirm ive sent right person,0
ham,U sure u can't take any sick time?,u sure u cant take any sick time,"['u', 'sure', 'u', 'cant', 'take', 'sick', 'time']",u sure u cant take sick time,0
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent we are trying to contact u todays draw shows that you have won a å£ prize guaranteed call from land line claim m valid hrs only,"['urgent', 'tri', 'contact', 'u', 'today', 'draw', 'show', 'å£', 'prize', 'guarante', 'call', 'land', 'line', 'claim', 'valid', 'hr']",urgent tri contact u today draw show å£ prize guarante call land line claim valid hr,1
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,yo chad which gymnastics class do you wanna take the site says christians class is full,"['yo', 'chad', 'gymnast', 'class', 'wan', 'na', 'take', 'site', 'say', 'christian', 'class', 'full']",yo chad gymnast class wan na take site say christian class full,0
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,or better still can you catch her and let ask her if she can sell ltgt for me,"['better', 'still', 'catch', 'let', 'ask', 'sell', 'ltgt']",better still catch let ask sell ltgt,0
ham,I am not sure about night menu. . . I know only about noon menu,i am not sure about night menu i know only about noon menu,"['sure', 'night', 'menu', 'know', 'noon', 'menu']",sure night menu know noon menu,0
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,what do u want when i come backa beautiful necklace as a token of my heart for youthats what i will give but only to my wife of my likingbe that and seeno one can give you thatdont call mei will wait till i come,"['u', 'want', 'come', 'backa', 'beauti', 'necklac', 'token', 'heart', 'youthat', 'give', 'wife', 'likingb', 'seeno', 'one', 'give', 'thatdont', 'call', 'mei', 'wait', 'till', 'come']",u want come backa beauti necklac token heart youthat give wife likingb seeno one give thatdont call mei wait till come,0
ham,Are you willing to go for aptitude class.,are you willing to go for aptitude class,"['will', 'go', 'aptitud', 'class']",will go aptitud class,0
ham,"It wont b until 2.15 as trying 2 sort house out, is that ok?",it wont b until as trying sort house out is that ok,"['wont', 'b', 'tri', 'sort', 'hous', 'ok']",wont b tri sort hous ok,0
ham,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",yar lor he wan go c horse racing today mah so eat earlier lor i ate chicken rice u,"['yar', 'lor', 'wan', 'go', 'c', 'hors', 'race', 'today', 'mah', 'eat', 'earlier', 'lor', 'ate', 'chicken', 'rice', 'u']",yar lor wan go c hors race today mah eat earlier lor ate chicken rice u,0
ham,"Haha awesome, omw back now then",haha awesome omw back now then,"['haha', 'awesom', 'omw', 'back']",haha awesom omw back,0
ham,Yup i thk so until e shop closes lor.,yup i thk so until e shop closes lor,"['yup', 'thk', 'e', 'shop', 'close', 'lor']",yup thk e shop close lor,0
ham,what is your account number?,what is your account number,"['account', 'number']",account number,0
ham,Eh u send wrongly lar...,eh u send wrongly lar,"['eh', 'u', 'send', 'wrongli', 'lar']",eh u send wrongli lar,0
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,hey no i ad a crap nite was borin without ya boggy with me u boring biatch thanx but u wait til nxt time il ave ya,"['hey', 'ad', 'crap', 'nite', 'borin', 'without', 'ya', 'boggi', 'u', 'bore', 'biatch', 'thanx', 'u', 'wait', 'til', 'nxt', 'time', 'il', 'ave', 'ya']",hey ad crap nite borin without ya boggi u bore biatch thanx u wait til nxt time il ave ya,0
ham,Ok i shall talk to him,ok i shall talk to him,"['ok', 'shall', 'talk']",ok shall talk,0
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,dont hesitate you know this is the second time she has had weakness like that so keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,"['dont', 'hesit', 'know', 'second', 'time', 'weak', 'like', 'keep', 'notebook', 'eat', 'day', 'anyth', 'chang', 'day', 'sure', 'noth']",dont hesit know second time weak like keep notebook eat day anyth chang day sure noth,0
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,hey you can pay with salary de only ltgt,"['hey', 'pay', 'salari', 'de', 'ltgt']",hey pay salari de ltgt,0
ham,Another month. I need chocolate weed and alcohol.,another month i need chocolate weed and alcohol,"['anoth', 'month', 'need', 'chocol', 'weed', 'alcohol']",anoth month need chocol weed alcohol,0
ham,If he started searching he will get job in few days.he have great potential and talent.,if he started searching he will get job in few dayshe have great potential and talent,"['start', 'search', 'get', 'job', 'daysh', 'great', 'potenti', 'talent']",start search get job daysh great potenti talent,0
ham,Reckon need to be in town by eightish to walk from * carpark.,reckon need to be in town by eightish to walk from carpark,"['reckon', 'need', 'town', 'eightish', 'walk', 'carpark']",reckon need town eightish walk carpark,0
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",congrats mobile g videophones r yours call now videochat wid your mates play java games dload polyph music noline rentl,"['congrat', 'mobil', 'g', 'videophon', 'r', 'call', 'videochat', 'wid', 'mate', 'play', 'java', 'game', 'dload', 'polyph', 'music', 'nolin', 'rentl']",congrat mobil g videophon r call videochat wid mate play java game dload polyph music nolin rentl,1
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,look at the fuckin time what the fuck you think is up,"['look', 'fuckin', 'time', 'fuck', 'think']",look fuckin time fuck think,0
ham,Yo guess what I just dropped,yo guess what i just dropped,"['yo', 'guess', 'drop']",yo guess drop,0
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,carlos says hell be at mu in ltgt minutes,"['carlo', 'say', 'hell', 'mu', 'ltgt', 'minut']",carlo say hell mu ltgt minut,0
ham,I'm in office now . I will call you  &lt;#&gt;  min:),im in office now i will call you ltgt min,"['im', 'offic', 'call', 'ltgt', 'min']",im offic call ltgt min,0
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",geeee i miss you already you know your all i can think about fuck i cant wait till next year when we will be together loving kiss,"['geeee', 'miss', 'alreadi', 'know', 'think', 'fuck', 'cant', 'wait', 'till', 'next', 'year', 'togeth', 'love', 'kiss']",geeee miss alreadi know think fuck cant wait till next year togeth love kiss,0
ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",yun ahthe ubi one say if ì wan call by tomorrowcall look for ireneere only got bus ubi cresubi tech park ph for st wkg daysì¬n,"['yun', 'ahth', 'ubi', 'one', 'say', 'ì', 'wan', 'call', 'tomorrowcal', 'look', 'ireneer', 'got', 'bu', 'ubi', 'cresubi', 'tech', 'park', 'ph', 'st', 'wkg', 'daysì¬n']",yun ahth ubi one say ì wan call tomorrowcal look ireneer got bu ubi cresubi tech park ph st wkg daysì¬n,0
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,ugh gotta drive back to sd from la my butt is sore,"['ugh', 'got', 'ta', 'drive', 'back', 'sd', 'la', 'butt', 'sore']",ugh got ta drive back sd la butt sore,0
ham,26th OF JULY,th of july,"['th', 'juli']",th juli,0
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi im having the most relaxing time ever we have to get up at am every day was the party good the other night i get home tomorrow at ish,"['hi', 'im', 'relax', 'time', 'ever', 'get', 'everi', 'day', 'parti', 'good', 'night', 'get', 'home', 'tomorrow', 'ish']",hi im relax time ever get everi day parti good night get home tomorrow ish,0
ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,up to ì ìï wan come then come lor but i din c any stripes skirt,"['ì', 'ìï', 'wan', 'come', 'come', 'lor', 'din', 'c', 'stripe', 'skirt']",ì ìï wan come come lor din c stripe skirt,0
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,the xmas story is peace the xmas msg is love the xmas miracle is jesus hav a blessed month ahead amp wish u merry xmas,"['xma', 'stori', 'peac', 'xma', 'msg', 'love', 'xma', 'miracl', 'jesu', 'hav', 'bless', 'month', 'ahead', 'amp', 'wish', 'u', 'merri', 'xma']",xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma,0
ham,"I can't, I don't have her number!",i cant i dont have her number,"['cant', 'dont', 'number']",cant dont number,0
ham,Change again... It's e one next to escalator...,change again its e one next to escalator,"['chang', 'e', 'one', 'next', 'escal']",chang e one next escal,0
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,yetunde im in class can you not run water on it to make it ok pls now,"['yetund', 'im', 'class', 'run', 'water', 'make', 'ok', 'pl']",yetund im class run water make ok pl,0
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,not a lot has happened here feels very quiet beth is at her aunts and charlie is working lots just me and helen in at the mo how have you been,"['lot', 'happen', 'feel', 'quiet', 'beth', 'aunt', 'charli', 'work', 'lot', 'helen', 'mo']",lot happen feel quiet beth aunt charli work lot helen mo,0
ham,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,then ì wait me at bus stop aft ur lect lar if i dun c ì then i go get my car then come back n pick ì,"['ì', 'wait', 'bu', 'stop', 'aft', 'ur', 'lect', 'lar', 'dun', 'c', 'ì', 'go', 'get', 'car', 'come', 'back', 'n', 'pick', 'ì']",ì wait bu stop aft ur lect lar dun c ì go get car come back n pick ì,0
ham,"Aight will do, thanks again for comin out",aight will do thanks again for comin out,"['aight', 'thank', 'comin']",aight thank comin,0
ham,No..but heard abt tat..,nobut heard abt tat,"['nobut', 'heard', 'abt', 'tat']",nobut heard abt tat,0
ham,&lt;#&gt;  am I think? Should say on syllabus,ltgt am i think should say on syllabus,"['ltgt', 'think', 'say', 'syllabu']",ltgt think say syllabu,0
ham,Umma. Did she say anything,umma did she say anything,"['umma', 'say', 'anyth']",umma say anyth,0
ham,Give me a sec to think think about it,give me a sec to think think about it,"['give', 'sec', 'think', 'think']",give sec think think,0
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd on or call optout,"['panason', 'bluetoothhdset', 'free', 'nokia', 'free', 'motorola', 'free', 'doublemin', 'doubletxt', 'orang', 'contract', 'call', 'mobileupd', 'call', 'optout']",panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd call optout,1
